Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,121.55390704500175,123.94943879757548,121.1515414391681,123.46284484863281,1640100,0.0,0.0
2019-01-03 00:00:00-05:00,121.4603255788268,122.47093706527895,117.15587083413153,117.60503387451172,3863900,0.0,0.0
2019-01-04 00:00:00-05:00,119.28939183952804,122.38671436268172,118.86830013119959,121.57261657714844,2091400,0.0,0.0
2019-01-07 00:00:00-05:00,121.104770374819,123.8839491797565,120.25323439815999,123.05113220214844,2312500,0.0,0.0
2019-01-08 00:00:00-05:00,124.51087130386125,125.21268368317364,122.27442975958886,124.20207214355469,1989100,0.0,0.0
2019-01-09 00:00:00-05:00,122.4054435787445,122.96689923673338,119.09288803695426,119.61691284179688,2727900,0.0,0.0
2019-01-10 00:00:00-05:00,114.67613877994845,117.84832997366941,113.66552730074416,117.24945068359375,4445600,0.0,0.0
2019-01-11 00:00:00-05:00,117.23075213350822,118.48466077397256,116.13592640971557,117.84835052490234,2895600,0.0,0.0
2019-01-14 00:00:00-05:00,117.23074437250334,118.04484934202532,116.884521484375,116.884521484375,2412700,0.0,0.0
2019-01-15 00:00:00-05:00,116.97809215563126,117.92319437528073,116.5757194297194,117.04359436035156,1579300,0.0,0.0
2019-01-16 00:00:00-05:00,117.28689101885783,118.2975026413251,116.38857195639979,117.12781524658203,1921100,0.0,0.0
2019-01-17 00:00:00-05:00,116.98747094037059,118.53145998807011,116.81903564172688,117.37113189697266,1477700,0.0,0.0
2019-01-18 00:00:00-05:00,118.1477917327701,120.83339668317862,117.99806831262488,119.34555053710938,2060600,0.0,0.0
2019-01-22 00:00:00-05:00,119.41102914648222,119.79468998036779,116.6786415217515,117.67989349365234,2207300,0.0,0.0
2019-01-23 00:00:00-05:00,119.03674437106066,121.32933591822677,117.75476443311378,118.7373046875,2411600,0.0,0.0
2019-01-24 00:00:00-05:00,118.44723628734128,118.90575178671429,116.53830543750321,117.18397521972656,2104000,0.0,0.0
2019-01-25 00:00:00-05:00,117.59569843585437,120.26259159390797,117.59569843585437,119.84150695800781,2393900,0.0,0.0
2019-01-28 00:00:00-05:00,119.32680861456187,123.64997516139944,118.60628442635773,123.50025177001953,3275300,0.0,0.0
2019-01-29 00:00:00-05:00,124.14594596625997,124.16466496348848,121.91885648364146,122.02178955078125,2939200,0.0,0.0
2019-01-30 00:00:00-05:00,123.23827624184389,125.83966018606387,122.23703113332785,125.74609375,3366100,0.0,0.0
2019-01-31 00:00:00-05:00,125.92384746528026,128.18836008850045,125.27817786987798,127.65497589111328,3369700,0.0,0.0
